from,to,relation
ORG181,CONC317,hasRight
ORG521,OBJ341,duty
ORG520,CONC315,hasRight
ORG046,OBJ342,hasRight
CONC315,ORG523,isPublished
ORG523,ACT602,duty
CLS199,OBJ343,hasRight
CLS199,ORG523,prohibition
ORG046,DOC484,publish
ORG046,ORG480,relevant
ORG480,ACT596,relevant
ORG481,ACT598,relevant
ORG481,ACT100,relevant
ORG480,CONC021,relevant
ORG481,ACT100,relevant
ORG481,CONC021,relevant
ORG481,ACT598,relevant
ORG481,DOC638,relevant
ORG046,ORG524,relevant
ORG046,ORG017,belongTo
ORG046,ACT428,relevant
ORG046,DOC639,publish
ORG046,DOC640,publish
ORG046,ORG525,relevant
ORG046,CONC318,publish
OBJ131,CONC319,classifyTo
ACT203,DOC641,relevant
LOC339,OBJ344,contain
CONC093,STATE050,duty
ORG388,ACT603,hasRight
CONC320,ACT604,relevant
LOC340,ACT605,isLocate
OBJ345,ORG526,belongTo
ACT606,DOC195,hasRight
ORG046,DOC015,publish
ORG046,DOC211,publish
ORG531,DOC687,publish
ORG046,CONC321,relevant
ORG046,DOC015,publish
ORG046,DOC211,publish
ORG046,DOC642,publish
ORG046,DOC643,publish
ORG046,CONC321,relevant
ORG046,DOC644,publish
ORG046,CLS200,belongTo
ORG527,ACT607,relevant
CONC180,OBJ346,contain
ORG093,ACT608,duty
PER106,ACT609,duty
ACT477,DOC645,relevant
CONC322,OBJ347,contain
CONC180,DOC646,relevant
CONC180,CONC323,relevant
CONC180,DOC647,relevant
OBJ348,ACT610,relevant
ACT611,ACT612,relevant
CONC324,DOC648,relevant
ACT549,DOC649,relevant
OBJ349,DOC650,relevant
OBJ350,DOC651,relevant
ACT613,OBJ351,relevant
OBJ352,ACT614,relevant
ACT615,DOC652,relevant
ORG260,ACT428,classifyTo
ORG260,DOC206,publish
DOC206,ACT487,duty
ORG260,ACT022,hasRight
ORG046,ORG011,publish
DOC085,DOC631,cite
ORG046,ORG011,publish
CLS201,CONC325,relevant
CLS201,CLS202,contain
ORG046,ORG011,hasRight
ORG046,ORG011,publish
ORG058,CONC326,duty
ORG046,DOC653,publish
ORG017,DOC253,publish
ORG046,CONC021,contain
ORG528,ACT616,relevant
DOC654,DOC422,relevant
ORG046,ACT617,publish
ORG046,DOC655,publish
CLS118,CONC327,relevant
ORG232,ACT618,relevant
CLS118,CONC328,relevant
ORG046,DOC180,relevant
ORG528,ACT619,relevant
ORG046,DOC656,publish
ORG046,DOC657,publish
ORG017,DOC052,publish
ORG362,ACT620,relevant
ORG046,DOC085,cite
ORG046,DOC658,publish
ORG046,DOC659,publish
ORG046,OBJ353,hasRight
ORG046,ORG011,relevant
ORG046,ORG011,relevant
ORG046,ORG011,belongTo
ORG046,DOC258,cite
ORG046,CONC329,hasRight
ORG021,ORG529,belongTo
DOC258,ORG530,relevant
DOC601,EXP_DEF101,relevant
ORG046,DOC422,hasRight
ORG046,OBJ354,contain
ORG046,OBJ355,contain
ORG021,OBJ355,contain
ORG529,OBJ356,contain
ORG046,ACT154,publish
ACT154,CONC177,relevant
ORG531,CONC177,publish
CONC331,DOC384,contain
CONC332,ACT621,relevant
ORG250,CLS203,relevant
DOC529,CONC156,relevant
CONC333,DOC660,relevant
DOC661,ACT154,relevant
CONC226,CONC162,relevant
ORG046,DOC662,publish
ORG046,ORG532,relevant
ORG046,LOC326,isLocate
PER107,ORG046,workFor
PER108,ORG532,workFor
ORG046,ACT622,hasRight
DOC147,EXP_DEF102,relevant
DOC147,EXP_DEF103,relevant
PER109,ORG046,workFor
PER110,ORG046,workFor
PER111,ORG532,workFor
ORG046,DOC662,relevant
CLS149,CONC047,contain
ORG046,DOC006,publish
ORG046,CONC021,publish
ORG046,DOC258,cite
ORG046,ACT616,publish
ORG046,ACT619,publish
ORG046,ACT620,publish
ORG046,DOC663,publish
ORG046,ORG533,belongTo
DOC664,CLS204,relevant
DOC015,DOC211,contain
DOC643,EXP_DEF104,isPublished
DOC664,EXP_DEF105,isPublished
DOC665,EXP_DEF106,isPublished
ORG046,LOC205,isLocate
ORG046,DOC643,publish
CLS201,CLS205,classifyTo
ORG208,DOC733,hasRight
ORG046,ORG500,relevant
ORG046,DOC637,publish
ORG046,DOC039,publish
ORG046,DOC554,relevant
DOC666,DOC667,isPublished
LOC317,ACT623,contain
ACT446,ACT624,contain
ACT623,ACT159,contain
ACT623,ACT625,contain
ACT626,ORG534,employ
DOC668,ACT623,relevant
ACT627,DOC669,cite
ORG046,DOC052,publish
ORG046,ORG099,belongTo
CONC334,ORG096,duty
ORG046,ACT628,hasRight
ORG535,ACT629,hasRight
ORG378,ACT629,hasRight
ORG046,ORG099,hasRight
ORG099,OBJ357,publish
ORG174,ORG536,relevant
ORG532,DOC671,publish
LOC205,ORG260,belongTo
ORG388,DOC672,hasRight
CONC335,CLS206,relevant
ORG537,ORG538,relevant
DOC015,DOC673,cite
ORG099,CLS207,contain
ORG046,ACT480,hasRight
ORG046,CLS208,publish
ORG046,ACT630,hasRight
ORG046,CONC336,hasRight
ORG436,CONC337,hasRight
ORG099,ORG046,belongTo
ORG539,CONC338,hasRight
ORG540,CONC339,belongTo
CONC340,ORG541,workFor
ORG539,ACT631,hasRight
DOC674,ORG046,isPublished
ORG046,DOC675,publish
DOC558,DOC676,publish
ACT445,DOC677,publish
DOC678,LOC341,relevant
DOC554,DOC528,publish
DOC679,DOC680,publish
ACT557,DOC681,publish
ORG542,DOC118,publish
ORG046,DOC682,publish
ORG046,DOC575,publish
ORG046,DOC554,publish
ORG174,DOC554,duty
ORG046,DOC683,publish
DOC684,OBJ131,contain
ORG046,DOC685,publish
LOC317,ACT632,prohibition
LOC317,ACT633,relevant
ORG392,EXP_DEF107,relevant
ORG046,DOC686,relevant
ORG072,DOC687,publish
ORG542,ACT573,relevant
ORG250,CONC341,relevant
ORG543,DOC118,relevant
ORG133,ACT634,contain
ORG133,LOC342,isLocate
ORG133,LOC343,isLocate
ORG133,LOC344,isLocate
ORG133,LOC345,isLocate
ORG133,LOC346,isLocate
DOC118,DOC688,contain
ORG250,CONC341,relevant
DOC024,DOC147,relevant
ORG351,DOC689,hasRight
CLS209,ORG544,duty
ACT635,CLS210,relevant
CLS210,OBJ319,contain
CLS210,DOC690,relevant
CLS210,ACT366,prohibition
CLS210,ORG544,duty
STATE051,OBJ358,contain
OBJ359,CLS210,relevant
CLS210,DOC147,relevant
STATE052,ACT636,duty
DOC387,ORG545,isPublished
ORG546,OBJ360,prohibition
ORG459,ORG135,publish
ORG459,ORG547,prohibition
ORG548,OBJ361,duty
DOC691,DOC580,contain
ORG594,ORG634,publish
DOC579,DOC730,contain
ORG548,OBJ361,relevant
DOC579,DOC730,cite
ORG099,ACT384,hasRight
ORG046,DOC692,publish
ORG549,ORG550,belongTo
PER112,ACT474,workFor
ORG551,ACT637,duty
PER113,PER091,workFor
ORG552,OBJ362,isLocate
PER114,ACT638,workFor
ORG092,DOC693,publish
STATE053,CONC342,relevant
CONC343,STATE054,relevant
ORG553,STATE055,classifyTo
ORG554,EXP_DEF108,relevant
OBJ362,STATE056,classifyTo
ORG555,ACT639,duty
ORG552,ACT640,relevant
ORG556,ACT641,duty
ORG093,ACT642,duty
ORG557,ACT643,duty
ORG046,DOC694,publish
ORG558,DOC695,cite
ORG046,CONC344,hasRight
ACT644,OBJ363,relevant
CLS211,CONC056,prohibition
ORG559,CONC345,classifyTo
ORG075,DOC701,relevant
CONC020,LOC286,isLocate
ORG586,OBJ083,relevant
ORG196,EXP_DEF053,relevant
ORG075,OBJ353,duty
ORG114,ACT022,hasRight
DOC252,ORG560,cite
ORG560,DOC696,cite
ORG561,ORG562,relevant
ORG232,ORG560,relevant
ORG560,OBJ364,contain
ORG563,ORG560,hasRight
ORG564,ORG563,belongTo
ORG560,DOC696,cite
ORG565,ORG560,hasRight
ORG560,OBJ365,contain
ORG560,ACT645,relevant
PER115,ORG560,workFor
ORG560,CONC346,relevant
ORG561,ORG560,hasRight
ORG046,LOC347,isLocate
ORG566,ACT611,hasRight
DOC118,DOC591,relevant
CLS212,DOC697,hasRight
CONC347,DOC519,contain
ORG099,ACT646,hasRight
LOC348,ACT029,isLocate
ORG099,ACT647,hasRight
ACT648,ACT649,contain
CONC348,ACT650,isPublished
ORG567,OBJ366,hasRight
ORG568,ACT651,duty
ORG569,OBJ367,hasRight
ORG046,DOC698,publish
ORG099,ACT652,relevant
CLS213,CONC349,contain
CONC350,CLS213,relevant
ORG046,ACT653,hasRight
CLS214,CLS215,classifyTo
ORG046,DOC118,publish
ORG046,CLS053,relevant
DOC134,ORG046,isPublished
ORG572,CONC351,contain
ORG573,LOC349,isLocate
ORG574,LOC350,isLocate
ORG575,LOC351,isLocate
ORG572,CLS216,duty
ORG573,CLS217,duty
ORG576,CLS218,duty
ORG577,OBJ368,contain
ORG576,OBJ369,contain
ORG570,DOC699,publish
ORG572,ACT654,contain
ORG578,ACT655,contain
ORG570,ORG563,hasRight
ORG046,ORG516,belongTo
DOC024,DOC177,cite
ORG582,ORG016,belongTo
ORG583,ORG016,belongTo
ORG584,ORG388,belongTo
ORG585,ORG016,belongTo
ORG016,CLS007,hasRight
CLS007,CONC354,relevant
ORG016,CONC355,hasRight
ORG017,CONC020,hasRight
ORG046,ACT657,hasRight
ORG075,DOC701,contain
ACT658,DOC702,contain
ORG113,ACT659,relevant
ORG075,ACT660,hasRight
ORG046,DOC703,publish
ORG586,OBJ083,contain
ORG196,ACT661,hasRight
ORG046,ORG114,belongTo
ORG046,ORG560,relevant
ORG560,DOC024,cite
ORG560,ACT481,relevant
ORG560,ORG565,relevant
ORG560,ACT645,relevant
ORG560,ORG017,relevant
ORG587,CLS219,publish
CONC226,CONC356,relevant
PER117,CLS220,relevant
PER118,CLS221,relevant
ORG588,CLS222,relevant
PER119,ORG030,belongTo
CONC226,CONC356,relevant
ORG046,DOC015,cite
ORG436,ACT022,hasRight
ORG463,ORG046,publish
OBJ370,OBJ371,relevant
ORG589,OBJ061,relevant
LOC352,LOC255,relevant
ACT662,DOC704,contain
ORG462,DOC704,relevant
ORG590,DOC705,relevant
ORG591,ACT663,relevant
ORG459,ORG592,relevant
DOC047,DOC209,cite
ORG046,DOC706,publish
ORG366,CONC133,duty
DOC291,DOC387,contain
ORG560,CONC133,relevant
CLS223,ACT664,relevant
ORG593,OBJ131,hasRight
CLS224,ACT665,relevant
ORG046,DOC710,publish
ORG596,ACT669,belongTo
ORG596,OBJ372,contain
ORG596,CONC357,relevant
ORG597,ORG598,hasRight
ORG598,DOC711,relevant
ORG598,CONC358,relevant
ORG598,OBJ373,relevant
ORG596,OBJ373,relevant
ORG046,DOC712,relevant
ORG459,ORG046,belongTo
LOC354,LOC255,isLocate
ORG462,ACT667,hasRight
ORG462,DOC705,hasRight
ORG590,DOC705,hasRight
ORG046,DOC713,publish
ORG099,ACT670,hasRight
ORG099,CLS226,relevant
ORG099,EXP_DEF110,relevant
CONC359,OBJ374,contain
OBJ248,CLS092,isPublished
OBJ375,DOC714,relevant
ORG017,DOC715,publish
ORG046,DOC390,publish
ORG244,ORG033,belongTo
ORG046,DOC716,publish
ORG046,ACT671,publish
ORG123,ORG412,contain
ORG599,ORG600,relevant
ORG046,ACT672,hasRight
ORG046,DOC461,publish
ORG601,OBJ376,relevant
ORG601,OBJ376,relevant
DOC717,DOC081,cite
ORG260,ACT673,hasRight
ACT673,CONC360,relevant
ORG260,ACT673,hasRight
ORG046,CLS227,contain
PER058,ACT674,hasRight
ORG260,ACT674,hasRight
PER120,ACT673,hasRight
PER120,ACT673,hasRight
PER120,ACT673,duty
PER058,ACT673,hasRight
PER120,ACT673,hasRight
ACT673,PER120,isPublished
PER120,ACT673,hasRight
PER120,ACT673,duty
ORG046,OBJ377,publish
LOC001,OBJ378,relevant
LOC012,LOC008,isLocate
ORG046,DOC718,hasRight
ORG046,OBJ379,hasRight
ACT032,OBJ377,relevant
OBJ379,OBJ380,contain
OBJ379,OBJ381,contain
ORG098,ACT675,hasRight
ORG174,OBJ377,hasRight
ORG174,ORG602,hasRight
ORG603,OBJ382,hasRight
LOC012,CLS031,relevant
ORG604,OBJ377,hasRight
DOC015,DOC211,cite
ORG046,DOC177,relevant
ORG046,DOC721,cite
ORG561,ORG232,belongTo
ORG279,ORG606,belongTo
ORG046,DOC177,publish
DOC015,DOC211,cite
ORG436,OBJ353,hasRight
ORG613,ORG037,relevant
ORG011,ORG046,relevant
DOC722,ORG046,publish
CLS229,EXP_DEF112,relevant
CLS230,EXP_DEF113,relevant
DOC024,DOC177,cite
DOC291,DOC387,relevant
OBJ116,CLS231,contain
DOC291,EXP_DEF114,relevant
DOC387,EXP_DEF115,relevant
ORG351,ACT682,hasRight
DOC723,EXP_DEF116,contain
DOC724,EXP_DEF117,contain
DOC689,ORG607,isPublished
DOC689,ORG046,isPublished
ORG046,PER102,belongTo
PER102,CONC362,relevant
PER102,ORG608,workFor
PER102,ACT683,duty
PER102,CONC363,relevant
PER102,CONC364,relevant
PER102,ACT684,duty
ORG609,CONC365,relevant
ORG610,PER121,employ
ORG610,PER102,relevant
ORG610,PER121,hasRight
ORG610,ACT684,hasRight
PER102,ACT685,duty
ORG610,OBJ386,hasRight
ORG610,DOC725,publish
ORG610,DOC726,relevant
DOC727,DOC728,cite
ORG611,CONC366,workFor
ORG611,EXP_DEF118,relevant
ACT686,STATE058,relevant
ACT687,EXP_DEF119,relevant
ORG611,CONC367,prohibition
ACT687,DOC727,cite
ORG611,DOC727,isPublished
ORG011,ORG046,publish
ORG436,OBJ353,hasRight
OBJ353,ORG196,relevant
ORG011,ORG046,relevant
ORG099,ORG613,belongTo
ORG594,DOC006,publish
OBJ061,OBJ371,relevant
LOC352,LOC255,isLocate
ACT666,ACT662,duty
DOC704,ORG595,publish
ORG591,ORG462,duty
ORG462,ACT667,hasRight
ORG590,DOC705,publish
ORG591,ACT663,duty
ORG605,OBJ360,prohibition
DOC579,EXP_DEF008,relevant
LOC353,OBJ385,prohibition
DOC579,ACT681,hasRight
OBJ311,LOC354,isLocate
ORG463,DOC006,publish
ORG462,ACT179,hasRight
ORG591,ACT663,duty
ORG590,ACT699,hasRight
ORG459,ORG460,belongTo
ORG459,ORG592,belongTo
ORG463,ORG046,belongTo
ORG463,ORG460,belongTo
ORG463,ORG592,belongTo
ORG463,DOC006,publish
ORG463,ORG046,publish
ORG463,ORG460,publish
ORG463,ORG592,publish
ORG232,ORG573,hasRight
ORG011,ORG046,publish
ACT687,CONC366,duty
ORG611,CONC366,employ
ACT687,EXP_DEF119,relevant
ORG611,CONC367,isPublished
ACT687,DOC727,cite
ORG046,DOC715,publish
ORG046,ORG244,belongTo
ORG046,DOC716,publish
ORG046,ORG612,relevant
ORG046,CONC368,relevant
ORG599,CONC369,hasRight
ORG046,ACT672,hasRight
ORG046,CONC370,hasRight
ORG046,ACT636,hasRight
ORG613,DOC177,publish
LOC355,DOC177,isPublished
OBJ387,CONC371,contain
ACT688,STATE059,relevant
ORG261,CONC372,relevant
OBJ388,DOC731,relevant
CONC373,STATE060,relevant
ORG614,ORG615,relevant
DOC732,LOC356,relevant
DOC733,ORG616,relevant
ORG099,ORG613,relevant
ORG613,ORG617,relevant
CONC374,ORG613,relevant
ORG613,CONC375,hasRight
ORG046,DOC177,relevant
ORG046,DOC674,publish
ORG618,ORG619,publish
ORG620,CONC376,prohibition
PER122,ACT689,hasRight
DOC691,DOC730,contain
OBJ389,DOC704,relevant
OBJ389,ACT663,duty
ORG462,CONC377,hasRight
ORG591,ACT663,duty
ORG591,DOC734,relevant
ORG621,OBJ389,hasRight
ORG462,DOC735,publish
ORG046,DOC390,publish
ORG077,ORG054,belongTo
DOC461,OBJ347,contain
ORG379,ORG046,relevant
DOC390,ACT690,relevant
ORG622,DOC736,publish
ORG011,DOC737,publish
ORG623,ACT691,hasRight
ACT691,CLS234,contain
ORG046,ACT672,hasRight
ORG046,OBJ390,publish
ORG624,ACT692,hasRight
ORG046,ACT179,hasRight
ORG046,EXP_DEF120,publish
ORG046,DOC390,relevant
ORG046,CONC147,relevant
ORG046,DOC384,cite
ORG046,DOC390,relevant
ORG638,DOC744,publish
ORG459,DOC006,publish
ORG462,DOC704,hasRight
ORG462,DOC704,hasRight
ORG636,DOC745,publish
ORG462,DOC746,hasRight
ORG046,ORG622,prohibition
ORG046,ACT022,hasRight
ORG112,ORG232,duty
ORG046,ACT630,hasRight
ORG046,CLS118,relevant
ORG046,CONC180,hasRight
ORG135,ORG046,publish
DOC061,DOC738,cite
ORG046,ORG135,publish
OBJ391,CLS235,relevant
ORG046,DOC739,publish
CLS211,CONC055,relevant
DOC264,CLS211,contain
ORG625,ACT079,hasRight
ORG626,ACT693,duty
CLS236,ACT194,duty
CLS237,ACT079,prohibition
ORG627,ACT694,hasRight
ACT695,OBJ392,relevant
LOC008,CLS211,prohibition
ORG628,ACT696,hasRight
ORG246,ORG046,belongTo
ORG246,ORG046,hasRight
ORG246,ORG046,duty
ORG046,EXP_DEF002,publish
ORG533,ORG629,belongTo
DOC718,CLS125,relevant
CLS125,ACT697,relevant
DOC740,CLS125,contain
ACT032,CLS125,relevant
ACT040,CLS125,relevant
DOC718,CLS015,relevant
OBJ027,OBJ026,contain
ORG630,ACT277,hasRight
ORG046,DOC015,relevant
ORG631,ORG632,publish
ORG633,ORG634,publish
ORG634,ORG635,publish
OBJ389,DOC704,contain
OBJ389,CONC377,prohibition
ORG462,OBJ389,hasRight
ORG591,DOC734,duty
ORG590,OBJ389,hasRight
ORG631,DOC006,publish
ORG632,DOC006,publish
ORG633,DOC006,publish
ORG634,DOC006,publish
ORG635,DOC006,publish
OBJ389,CONC377,contain
OBJ389,DOC704,relevant
DOC704,ACT663,relevant
ORG462,ACT698,hasRight
ORG591,DOC734,duty
ORG621,ACT699,hasRight
ORG046,DOC741,publish
ORG459,ORG460,publish
ORG636,ORG460,publish
OBJ393,DOC704,relevant
OBJ393,LOC357,isLocate
ORG462,ACT700,hasRight
ORG463,ACT701,hasRight
OBJ393,CONC377,relevant
OBJ393,LOC357,isLocate
ORG463,DOC743,hasRight
ORG462,ORG637,relevant
ORG638,DOC744,publish
ORG594,DOC006,publish
ORG462,DOC704,hasRight
ORG462,DOC704,hasRight
ORG636,DOC745,publish
ORG594,DOC746,hasRight
ORG459,ORG046,publish
LOC358,OBJ061,isLocate
ORG639,ACT662,hasRight
DOC704,EXP_DEF121,relevant
LOC354,DOC747,cite
ORG462,ACT206,hasRight
ORG250,ACT702,hasRight
ORG459,DOC748,publish
DOC749,ORG046,isPublished
ORG046,CONC045,relevant
ORG046,DOC015,cite
CONC326,ACT363,duty
ORG613,OBJ316,hasRight
ORG640,ORG443,belongTo
DOC750,DOC751,cite
DOC444,ACT703,isPublished
ORG046,CONC045,relevant
DOC755,DOC756,publish
DOC756,CLS262,relevant
ORG046,CLS002,hasRight
ORG081,CLS262,belongTo
DOC444,OBJ404,relevant
CONC378,CONC379,relevant
ORG046,CONC378,hasRight
DOC757,ORG046,isPublished
ORG081,OBJ405,hasRight
ORG046,ORG645,belongTo
LOC083,LOC084,isLocate
ORG046,DOC394,publish
ORG046,STATE012,relevant
ORG046,LOC251,prohibition
LOC251,CONC380,relevant
PER123,ORG646,prohibition
ORG058,LOC251,prohibition
DOC758,LOC251,relevant
ORG174,LOC251,hasRight
DOC047,OBJ406,relevant
LOC251,ACT705,prohibition
ORG174,ACT706,hasRight
ORG196,OBJ407,relevant
CLS263,EXP_DEF123,relevant
CLS264,EXP_DEF125,relevant
OBJ411,EXP_DEF127,relevant
CLS265,EXP_DEF128,relevant
CLS266,EXP_DEF129,relevant
DOC759,DOC760,publish
ORG046,DOC760,publish
OBJ408,EXP_DEF122,relevant
CLS263,EXP_DEF123,relevant
OBJ409,EXP_DEF124,relevant
CLS264,EXP_DEF125,relevant
OBJ410,EXP_DEF126,relevant
OBJ411,EXP_DEF127,relevant
CLS265,EXP_DEF128,relevant
CLS266,EXP_DEF129,relevant
ORG046,STATE012,relevant
ORG046,DOC384,publish
ORG647,ACT707,hasRight
ORG648,ACT089,hasRight
ORG649,ORG196,belongTo
ORG647,OBJ412,hasRight
ORG046,DOC384,publish
ORG647,ACT707,hasRight
ORG650,ACT089,hasRight
ORG649,ORG196,belongTo
ORG647,OBJ412,duty
ORG046,CLS267,publish
ORG046,STATE061,isPublished
ORG046,DOC477,publish
LOC253,DOC390,isLocate
DOC047,DOC209,cite
ORG613,DOC733,hasRight
ORG613,CONC338,hasRight
ORG046,CONC068,relevant
ORG042,CONC068,publish
ORG042,CONC006,relevant
ORG046,CONC068,relevant
ORG046,CONC068,relevant
ACT166,CONC214,relevant
DOC384,DOC264,relevant
ORG046,CLS025,publish
ORG046,CONC381,duty
LOC208,ORG651,isLocate
ORG244,CONC382,duty
ORG174,ACT708,duty
ORG652,CONC383,relevant
ORG174,ACT709,duty
LOC359,ACT709,duty
OBJ413,ACT709,duty
LOC360,ACT709,duty
ORG174,ACT710,duty
ORG046,DOC562,publish
ORG046,DOC761,publish
CONC384,DOC762,relevant
ORG133,CONC385,relevant
ORG046,DOC763,publish
ORG046,ACT712,hasRight
ORG046,DOC764,publish
ORG046,CONC386,relevant
ORG046,ACT714,publish
ORG046,ORG653,belongTo
ORG653,ACT715,hasRight
ORG653,STATE062,relevant
ORG653,ACT714,hasRight
ORG653,ACT113,relevant
ORG653,ACT716,hasRight
ORG010,ORG046,belongTo
ORG046,CONC006,relevant
ORG046,CONC385,relevant
DOC404,OBJ118,contain
ORG502,ORG046,belongTo
ACT236,CONC006,relevant
ACT236,OBJ088,relevant
ORG046,DOC766,publish
ORG046,LOC326,isLocate
ORG046,CLS130,relevant
ORG046,CONC387,relevant
ORG046,DOC767,publish
ORG046,OBJ414,relevant
ORG046,DOC768,publish
ORG046,DOC769,publish
ORG046,DOC770,publish
ORG046,DOC771,publish
DOC772,CONC068,publish
ORG046,DOC773,publish
DOC774,ORG379,isPublished
ORG001,DOC014,publish
ACT005,ACT006,contain
ORG001,ORG008,belongTo
ORG001,DOC039,publish
ORG001,DOC775,publish
CONC326,ACT079,hasRight
ORG001,DOC039,publish
ORG001,ORG010,publish
ORG011,ORG008,publish
ORG001,DOC119,publish
ORG067,ORG654,belongTo
ORG655,CONC388,prohibition
ORG078,OBJ128,duty
OBJ129,LOC361,isLocate
ORG656,OBJ415,prohibition
ORG078,DOC776,hasRight
ORG078,DOC777,cite
ORG078,DOC778,publish
ORG078,ACT717,duty
ORG078,CONC389,relevant
PER083,ACT718,duty
ORG657,ACT719,duty
ORG058,ACT720,duty
ORG657,DOC779,contain
ORG658,ACT721,relevant
ORG659,ACT365,hasRight
LOC008,ACT722,prohibition
ORG660,ACT723,hasRight
ORG046,DOC780,publish
OBJ129,LOC362,isLocate
ORG661,ACT724,relevant
ORG657,ACT725,relevant
ORG001,ORG038,belongTo
LOC363,DOC781,isLocate
DOC781,CONC019,relevant
ORG662,DOC782,contain
ORG261,CONC390,hasRight
ORG663,DOC783,hasRight
ORG001,DOC039,publish
ORG001,DOC784,publish
ORG001,ORG067,belongTo
ORG001,EXP_DEF130,relevant
CONC118,DOC785,publish
OBJ416,DOC786,relevant
OBJ088,DOC787,contain
OBJ417,DOC788,publish
OBJ093,DOC789,relevant
OBJ177,DOC790,publish
DOC791,DOC792,contain
OBJ418,DOC793,publish
LOC055,DOC794,publish
CLS130,DOC795,publish
ACT726,DOC796,publish
ACT727,DOC797,relevant
CONC391,DOC798,contain
DOC799,DOC800,publish
LOC194,LOC364,isLocate
ORG001,DOC394,publish
OBJ128,CONC392,contain
ACT197,CONC393,relevant
ORG078,CONC394,duty
DOC779,CONC395,isLocate
ORG078,CLS268,workFor
OBJ419,ACT728,relevant
LOC012,ACT126,hasRight
ORG664,DOC801,relevant
ORG059,CONC381,duty
LOC292,CONC396,relevant
ORG174,ACT729,hasRight
CONC053,CONC397,contain
ORG665,CONC398,duty
ORG174,ACT730,duty
ORG666,CONC399,hasRight
LOC365,DOC802,contain
ORG502,ORG001,publish
ORG502,ORG001,publish
ORG667,DOC426,publish
ORG046,DOC040,publish
ORG668,DOC803,publish
ORG667,DOC006,publish
CONC167,CONC400,relevant
ORG669,ACT731,workFor
ACT732,ACT733,contain
CLS269,ACT734,duty
ACT735,DOC806,relevant
DOC807,ACT736,relevant
DOC807,CONC401,relevant
CONC402,CONC403,relevant
DOC807,CLS270,relevant
CONC171,ACT737,relevant
ORG670,ACT738,relevant
ORG046,DOC253,cite
ORG046,CONC404,duty
ORG046,ORG671,belongTo
CONC404,EXP_DEF131,contain
OBJ420,CLS271,relevant
ORG046,DOC808,hasRight
ORG046,DOC422,hasRight
ORG046,ACT100,hasRight
ORG046,DOC422,hasRight
ORG046,ACT022,hasRight
ORG046,DOC809,publish
ORG046,CLS025,contain
ORG046,ORG046,belongTo
ORG672,PER124,workFor
ORG673,PER125,workFor
ORG046,LOC366,publish
LOC367,LOC368,isLocate
LOC367,ORG674,belongTo
LOC367,OBJ421,relevant
LOC367,LOC369,relevant
LOC367,CLS222,relevant
LOC367,LOC370,relevant
LOC367,EXP_DEF132,relevant
LOC367,CONC405,relevant
LOC367,EXP_DEF133,relevant
LOC367,EXP_DEF134,relevant
LOC367,CONC082,relevant
LOC367,LOC371,relevant
DOC001,ORG001,isPublished
DOC002,ORG001,isPublished
ACT001,ORG002,relevant
ACT001,ORG001,isPublished
ORG004,DOC004,isPublished
LOC002,LOC001,contain
CLS001,LOC001,relevant
DOC006,ORG001,isPublished
DOC007,ORG001,isPublished
ORG005,ORG001,relevant
LOC004,ORG005,relevant
CONC001,ORG001,relevant
DOC008,ORG001,isPublished
DOC009,ORG001,isPublished
CONC002,ACT005,relevant
ACT007,ORG006,employ
DOC010,ACT005,publish
DOC011,ORG006,isPublished
CONC003,ACT005,relevant
OBJ002,ACT005,relevant
DOC012,ACT010,relevant
ACT011,ORG007,relevant
ACT013,ACT012,relevant
DOC008,ORG001,isPublished
DOC014,ORG001,isPublished
DOC015,ACT005,relevant
ACT005,ORG001,relevant
ACT007,ORG006,relevant
DOC016,ORG007,relevant
DOC011,ORG006,relevant
ACT011,ORG007,relevant
OBJ003,ORG006,relevant
CLS002,ORG001,isPublished
DOC018,ORG001,isPublished
CLS003,ACT014,relevant
ORG009,ORG008,contain
ORG011,ORG010,relevant
DOC019,ORG012,isPublished
ACT016,DOC020,relevant
ACT017,CONC006,relevant
LOC007,LOC006,contain
ORG014,ACT019,relevant
CLS002,ORG001,relevant
DOC002,ORG001,isPublished
CLS005,ORG001,isPublished
DOC023,ORG001,isPublished
EXP_DEF001,DOC024,relevant
OBJ007,ORG015,isPublished
CONC007,CLS006,classifyTo
ACT020,ORG001,isPublished
CLS007,ORG001,isPublished
OBJ008,ORG016,isPublished
DOC006,CLS007,publish
DOC006,ORG001,isPublished
DOC025,ORG017,isPublished
DOC026,ORG018,isPublished
DOC027,ORG019,isPublished
ORG003,ORG001,relevant
DOC029,DOC028,isCited
LOC009,LOC008,classifyTo
DOC030,LOC008,publish
LOC008,LOC008,relevant
LOC008,LOC008,publish
DOC031,ORG001,isPublished
DOC032,ORG001,isPublished
ORG005,ORG001,relevant
DOC033,ORG001,isPublished
ACT024,ORG001,relevant
ORG021,ORG001,isPublished
DOC034,ORG022,isPublished
ORG007,DOC035,relevant
ORG024,ORG025,relevant
DOC037,ORG026,isCited
ORG027,ORG001,contain
CLS010,DOC006,isPublished
DOC038,ORG001,isPublished
LOC011,OBJ013,contain
STATE001,ACT025,relevant
STATE002,ORG001,isPublished
DOC043,ORG001,isPublished
DOC044,ORG018,isPublished
ORG018,ORG001,contain
DOC045,ORG001,isPublished
DOC006,ORG001,isPublished
DOC046,ORG011,isPublished
ACT027,ACT026,relevant
ORG028,ORG001,relevant
